1236932313642143745, yes, -78.97564227154574, no, wrong
1236289649737371648, yes, -26.97884906993295, yes, correct
1237501242567544835, yes, -89.17172918102771, no, wrong
1237029903112888321, yes, -57.63100442292793, no, wrong
1237270988334592001, yes, -39.6634293172296, yes, correct
1237477595916251137, yes, -49.01744418717608, yes, correct
1236936132715143168, yes, -42.857881092556255, yes, correct
1237138362261258244, yes, -73.15309891907599, yes, correct
1236601634454528000, yes, -71.67486279587143, no, wrong
1237204103970689026, yes, -47.99718686214519, yes, correct
1237015260571168768, yes, -43.236320641162614, yes, correct
1236848918849294336, yes, -7.550260810718065, no, wrong
1237034836893650945, yes, -80.69408858465685, no, wrong
1237503272555909120, yes, -36.4284972174472, yes, correct
1236181131147522049, no, -36.04868846549471, yes, wrong
1236751849769676801, yes, -76.83838982831715, yes, correct
1236817440606056448, yes, -25.795196686270256, yes, correct
1237283622589206530, yes, -60.062449300507566, yes, correct
1236490588276523008, yes, -39.89522464146538, no, wrong
1237611886905937920, no, -35.266286416112756, no, correct
1236833678380027904, yes, -66.36404834067976, yes, correct
1236766442571337729, yes, -17.88941188746791, yes, correct
1236973525866602496, yes, -92.52293291192878, yes, correct
1236321657096032256, no, -19.27846798960191, no, correct
1237585675571974145, yes, -56.005016159024215, no, wrong
1237070550679379968, yes, -79.72820137802172, yes, correct
1237235176452706304, yes, -68.65121342145002, yes, correct
1237412870192640005, yes, -57.37116613406181, no, wrong
1237219650456489984, yes, -66.85815672133755, yes, correct
1237305169932472320, yes, -37.771342411386755, yes, correct
1237137755651616770, yes, -17.090395703415002, no, wrong
1237122234675859456, no, -22.505018191391, yes, wrong
1237361576480473088, yes, -29.47322508653778, no, wrong
1237130970396078084, no, -8.983676274706049, no, correct
1237543674675728386, yes, -36.4284972174472, yes, correct
1237010126881447936, yes, -9.60542558568888, no, wrong
1237040928092639232, yes, -80.3096552571141, yes, correct
1237608143519014913, yes, -21.464035581491082, no, wrong
1237024126889385986, yes, -17.611029649016402, no, wrong
1236759873884479490, yes, -41.5985043887446, no, wrong
1237015945186398208, yes, -36.09970247200416, yes, correct
1237124933211348992, yes, -47.594516919886395, yes, correct
1237330231293288449, yes, -79.55882373373424, yes, correct
1237460074123190273, yes, -71.64480700496797, yes, correct
1236386465086615557, no, -19.24510726595264, no, correct
1237047503029178370, yes, -78.72015687143633, yes, correct
1237263600584216577, yes, -86.5606530058247, no, wrong
1236509612142145536, yes, -28.533950538083808, yes, correct
1237326787111239681, yes, -21.310200194363954, yes, correct
1237373539176628225, yes, -108.53832359805746, yes, correct
1237562584477265920, yes, -87.68122004394506, yes, correct
1237077247636496385, yes, -20.17077182608141, no, wrong
1237560750102556672, yes, -79.26658984614191, yes, correct
1236973636751425536, no, -40.92363786383935, no, correct
1236992946509094913, yes, -55.72416802449047, yes, correct
