1236932313642143745, yes, -60.758438210315376, no, wrong
1236289649737371648, yes, -23.706367527769743, yes, correct
1237501242567544835, yes, -77.97587400896919, no, wrong
1237029903112888321, yes, -54.0232391283978, no, wrong
1237270988334592001, yes, -32.55712593435655, yes, correct
1237477595916251137, yes, -38.37619364723105, yes, correct
1236936132715143168, yes, -37.26602168464852, yes, correct
1237138362261258244, yes, -62.47139385832089, yes, correct
1236601634454528000, yes, -68.03473388469324, no, wrong
1237204103970689026, yes, -44.40560337593909, yes, correct
1237015260571168768, yes, -30.606930535758984, yes, correct
1236848918849294336, no, -7.535934390219196, no, correct
1237034836893650945, no, -71.4776705091124, no, correct
1237503272555909120, yes, -25.815564842069236, yes, correct
1236181131147522049, no, -30.72422756823809, yes, wrong
1236751849769676801, yes, -62.621737610490065, yes, correct
1236817440606056448, yes, -22.231931364631215, yes, correct
1237283622589206530, yes, -37.322690106104226, yes, correct
1236490588276523008, yes, -36.303641155259285, no, wrong
1237611886905937920, yes, -26.347150048607045, no, wrong
1236833678380027904, yes, -48.665039842833785, yes, correct
1236766442571337729, yes, -14.342328374152903, yes, correct
1236973525866602496, yes, -81.80886423452561, yes, correct
1236321657096032256, no, -15.990765057836947, no, correct
1237585675571974145, yes, -39.836633444467594, no, wrong
1237070550679379968, yes, -72.54503440560951, yes, correct
1237235176452706304, yes, -52.45451254232635, yes, correct
1237412870192640005, no, -44.076949531284065, no, correct
1237219650456489984, yes, -54.1680848347188, yes, correct
1237305169932472320, yes, -32.18352845556004, yes, correct
1237137755651616770, no, -13.33018315412592, no, correct
1237122234675859456, yes, -9.937670308521772, yes, correct
1237361576480473088, yes, -29.416588757403662, no, wrong
1237130970396078084, no, -8.951239682997032, no, correct
1237543674675728386, yes, -25.815564842069236, yes, correct
1237010126881447936, yes, -6.070478428616898, no, wrong
1237040928092639232, yes, -66.09704849136801, yes, correct
1237608143519014913, no, -13.283729901258368, no, correct
1237024126889385986, yes, -14.063946135701393, no, wrong
1236759873884479490, yes, -34.966446127682765, no, wrong
1237015945186398208, yes, -23.48649417492456, yes, correct
1237124933211348992, yes, -40.480122632851334, yes, correct
1237330231293288449, yes, -64.85633956917083, yes, correct
1237460074123190273, yes, -53.941753055040984, yes, correct
1236386465086615557, no, -19.172124934607353, no, correct
1237047503029178370, yes, -64.81047024140909, yes, correct
1237263600584216577, yes, -62.82036222206376, no, wrong
1236509612142145536, yes, -24.958548860201752, yes, correct
1237326787111239681, yes, -21.273791125634883, yes, correct
1237373539176628225, yes, -98.11503870013006, yes, correct
1237562584477265920, yes, -80.48187126320882, yes, correct
1237077247636496385, yes, -16.615597408604387, no, wrong
1237560750102556672, yes, -66.57247250744214, yes, correct
1236973636751425536, yes, -37.1655821308904, no, wrong
1236992946509094913, yes, -38.635045250163216, yes, correct
