1236932313642143745, yes, 0.0, no, wrong
1236289649737371648, yes, 1.2189858512978927e-27, yes, correct
1237501242567544835, yes, 0.0, no, wrong
1237029903112888321, yes, 0.0, no, wrong
1237270988334592001, yes, 2.609646842439598e-40, yes, correct
1237477595916251137, yes, 1.1973675469431609e-49, yes, correct
1236936132715143168, yes, 0.0, yes, correct
1237138362261258244, yes, 0.0, yes, correct
1236601634454528000, yes, 2.94188937857059e-72, no, wrong
1237204103970689026, yes, 0.0, yes, correct
1237015260571168768, yes, 0.0, yes, correct
1236848918849294336, no, 2.957905859607804e-08, no, correct
1237034836893650945, yes, 0.0, no, wrong
1237503272555909120, yes, 4.254996687968916e-37, yes, correct
1236181131147522049, yes, 0.0, yes, correct
1236751849769676801, yes, 2.100555605713201e-77, yes, correct
1236817440606056448, yes, 1.8012159241985482e-26, yes, correct
1237283622589206530, yes, 0.0, yes, correct
1236490588276523008, yes, 1.5469230996030998e-40, no, wrong
1237611886905937920, yes, 0.0, no, wrong
1236833678380027904, yes, 5.5745789676272404e-67, yes, correct
1236766442571337729, yes, 1.3807256577351383e-18, yes, correct
1236973525866602496, yes, 0.0, yes, correct
1236321657096032256, no, 6.493475492522136e-20, no, correct
1237585675571974145, yes, 0.0, no, wrong
1237070550679379968, yes, 2.7908460781983565e-80, yes, correct
1237235176452706304, yes, 0.0, yes, correct
1237412870192640005, yes, 0.0, no, wrong
1237219650456489984, yes, 0.0, yes, correct
1237305169932472320, yes, 0.0, yes, correct
1237137755651616770, yes, 8.78643600376906e-18, no, wrong
1237122234675859456, yes, 0.0, yes, correct
1237361576480473088, yes, 3.981015005392384e-30, no, wrong
1237130970396078084, no, 1.1389799353615155e-09, no, correct
1237543674675728386, yes, 4.254996687968916e-37, yes, correct
1237010126881447936, yes, 2.5729971115406593e-10, no, wrong
1237040928092639232, yes, 7.062954395695918e-81, yes, correct
1237608143519014913, yes, 3.7513441781716747e-22, no, wrong
1237024126889385986, yes, 2.620310470457351e-18, no, wrong
1236759873884479490, yes, 3.0242373509205324e-42, no, wrong
1237015945186398208, yes, 0.0, yes, correct
1237124933211348992, yes, 3.123311178646256e-48, yes, correct
1237330231293288449, yes, 0.0, yes, correct
1237460074123190273, yes, 2.929525132403286e-72, yes, correct
1236386465086615557, no, 7.049290874816104e-20, no, correct
1237047503029178370, yes, 2.718863731822536e-79, yes, correct
1237263600584216577, yes, 0.0, no, wrong
1236509612142145536, yes, 3.4406083333977047e-29, yes, correct
1237326787111239681, yes, 5.414067515445283e-22, yes, correct
1237373539176628225, yes, 0.0, yes, correct
1237562584477265920, yes, 3.26157950251342e-88, yes, correct
1237077247636496385, yes, 7.430783010724993e-21, no, wrong
1237560750102556672, yes, 0.0, yes, correct
1236973636751425536, no, 1.8756342995391127e-41, no, correct
1236992946509094913, yes, 2.3794684956437234e-56, yes, correct
